SI#	GENE	GDS	ORGANISM	SAMPLE
13613	CST6	GDS2297	Homo sapiens	45
13614	PLA2G4A	GDS2297	Homo sapiens	45
13615	MALL	GDS2297	Homo sapiens	45
13616	CAMK2N1	GDS2297	Homo sapiens	45
13617	AIM1	GDS2297	Homo sapiens	45
13618	GSTM3	GDS2297	Homo sapiens	45
13619	SLC2A3	GDS2297	Homo sapiens	45
13620	TJP2	GDS2297	Homo sapiens	45
13621	INHBB	GDS2297	Homo sapiens	45
13622	MAGEA1	GDS2297	Homo sapiens	45
13623	ARG2	GDS2297	Homo sapiens	45
13624	OLFM1	GDS2297	Homo sapiens	45
13625	LAMC2	GDS2297	Homo sapiens	45
13626	RPL38	GDS2297	Homo sapiens	45
13627	FGFR1	GDS2297	Homo sapiens	45
13628	ITGB4	GDS2297	Homo sapiens	45
13629	FGFBP1	GDS2297	Homo sapiens	45
13630	GLIPR1	GDS2297	Homo sapiens	45
13631	FAM129A	GDS2297	Homo sapiens	45
13632	HLA-DMA	GDS2297	Homo sapiens	45
13633	TNFRSF21	GDS2297	Homo sapiens	45
13634	PROCR	GDS2297	Homo sapiens	45
13635	METTL7A	GDS2297	Homo sapiens	45
13636	HNMT	GDS2297	Homo sapiens	45
13637	ADAM10	GDS2297	Homo sapiens	45
13638	MYO1D	GDS2297	Homo sapiens	45
13639	SCG5	GDS2297	Homo sapiens	45
13640	TAF9B	GDS2297	Homo sapiens	45
13641	DPYD	GDS2297	Homo sapiens	45
13642	ABCG1	GDS2297	Homo sapiens	45
13643	PAIP1	GDS2297	Homo sapiens	45
13644	F11R	GDS2297	Homo sapiens	45
13645	TSPAN1	GDS2297	Homo sapiens	45
13646	PAIP1	GDS2297	Homo sapiens	45
13647	POPDC3	GDS2297	Homo sapiens	45
13648	TIAM1	GDS2297	Homo sapiens	45
13649	FZD2	GDS2297	Homo sapiens	45
13650	TMEM259	GDS2297	Homo sapiens	45
13651	COL4A2	GDS2297	Homo sapiens	45
13652	MAGEA10-MAGEA5	GDS2297	Homo sapiens	45
13653	MAP7	GDS2297	Homo sapiens	45
13654	CA12	GDS2297	Homo sapiens	45
13655	NID2	GDS2297	Homo sapiens	45
13656	PAIP1	GDS2297	Homo sapiens	45
13657	PSIP1	GDS2297	Homo sapiens	45
13658	GALNT6	GDS2297	Homo sapiens	45
13659	CA12	GDS2297	Homo sapiens	45
13660	MMP2	GDS2297	Homo sapiens	45
13661	TMPRSS4	GDS2297	Homo sapiens	45
13662	PRR5-ARHGAP8	GDS2297	Homo sapiens	45
13663	BAG2	GDS2297	Homo sapiens	45
13664	MYO6	GDS2297	Homo sapiens	45
13665	LOC100272216	GDS2297	Homo sapiens	45
13666	ABCC2	GDS2297	Homo sapiens	45
13667	PLSCR1	GDS2297	Homo sapiens	45
13668	NUDT21	GDS2297	Homo sapiens	45
13669	OSBPL1A	GDS2297	Homo sapiens	45
13670	PSPH	GDS2297	Homo sapiens	45
13671	PTPRG	GDS2297	Homo sapiens	45
13672	CALD1	GDS2297	Homo sapiens	45
13673	STC1	GDS2297	Homo sapiens	45
13674	HMGCS1	GDS2297	Homo sapiens	45
13675	HLA-DRB1	GDS2297	Homo sapiens	45
13676	JAM3	GDS2297	Homo sapiens	45
13677	ARMT1	GDS2297	Homo sapiens	45
13678	SMAD4	GDS2297	Homo sapiens	45
13679	PROSC	GDS2297	Homo sapiens	45
13680	TNFSF10	GDS2297	Homo sapiens	45
13681	EFR3A	GDS2297	Homo sapiens	45
13682	MST1R	GDS2297	Homo sapiens	45
13683	SLC35G2	GDS2297	Homo sapiens	45
13684	None	GDS2297	Homo sapiens	45
13685	LTBP2	GDS2297	Homo sapiens	45
13686	ELF3	GDS2297	Homo sapiens	45
13687	FOXA1	GDS2297	Homo sapiens	45
13688	TNFAIP3	GDS2297	Homo sapiens	45
13689	C1orf116	GDS2297	Homo sapiens	45
13690	DSC2	GDS2297	Homo sapiens	45
13691	DDX3X	GDS2297	Homo sapiens	45
13692	GRB7	GDS2297	Homo sapiens	45
13693	F2RL1	GDS2297	Homo sapiens	45
13694	ADAM10	GDS2297	Homo sapiens	45
13695	DAAM1	GDS2297	Homo sapiens	45
13696	GMDS	GDS2297	Homo sapiens	45
13697	OSTM1	GDS2297	Homo sapiens	45
13698	RIPK4	GDS2297	Homo sapiens	45
13699	TMC6	GDS2297	Homo sapiens	45
13700	HMGCR	GDS2297	Homo sapiens	45
13701	TNFAIP3	GDS2297	Homo sapiens	45
13702	CLDN3	GDS2297	Homo sapiens	45
13703	DDHD2	GDS2297	Homo sapiens	45
13704	SMARCA5	GDS2297	Homo sapiens	45
13705	PAIP1	GDS2297	Homo sapiens	45
13706	ZNF91	GDS2297	Homo sapiens	45
13707	SQLE	GDS2297	Homo sapiens	45
13708	LIN7C	GDS2297	Homo sapiens	45
13709	NPIPA5	GDS2297	Homo sapiens	45
13710	ANOS1	GDS2297	Homo sapiens	45
13711	PCYOX1	GDS2297	Homo sapiens	45
13712	HSP90B1	GDS2297	Homo sapiens	45
13713	SH3GLB2	GDS2297	Homo sapiens	45
13714	C16orf45	GDS2297	Homo sapiens	45
13715	CFH	GDS2297	Homo sapiens	45
13716	SERINC5	GDS2297	Homo sapiens	45
13717	LRP8	GDS2297	Homo sapiens	45
13718	ZNF721	GDS2297	Homo sapiens	45
13719	EFNB2	GDS2297	Homo sapiens	45
13720	ATP8B1	GDS2297	Homo sapiens	45
13721	ZNF468	GDS2297	Homo sapiens	45
13722	STAP2	GDS2297	Homo sapiens	45
13723	MIR6773	GDS2297	Homo sapiens	45
13724	MAP3K9	GDS2297	Homo sapiens	45
13725	LRP8	GDS2297	Homo sapiens	45
13726	IRF6	GDS2297	Homo sapiens	45
13727	RAB17	GDS2297	Homo sapiens	45
13728	RAB5A	GDS2297	Homo sapiens	45
13729	ADAM28	GDS2297	Homo sapiens	45
13730	LAD1	GDS2297	Homo sapiens	45
13731	GJB3	GDS2297	Homo sapiens	45
13732	ST6GALNAC2	GDS2297	Homo sapiens	45
13733	EPHA1	GDS2297	Homo sapiens	45
13734	KIF22	GDS2297	Homo sapiens	45
13735	GUCY1B3	GDS2297	Homo sapiens	45
13736	ARAP2	GDS2297	Homo sapiens	45
13737	GTF2I	GDS2297	Homo sapiens	45
13738	CDH2	GDS2297	Homo sapiens	45
13739	GPC4	GDS2297	Homo sapiens	45
13740	PDE4A	GDS2297	Homo sapiens	45
13741	None	GDS2297	Homo sapiens	45
13742	ATP2C2	GDS2297	Homo sapiens	45
13743	None	GDS2297	Homo sapiens	45
13744	PRKAA1	GDS2297	Homo sapiens	45
13745	RABGAP1L	GDS2297	Homo sapiens	45
13746	AP1M2	GDS2297	Homo sapiens	45
13747	TMEM160	GDS2297	Homo sapiens	45
13748	NCOA3	GDS2297	Homo sapiens	45
13749	ICAM2	GDS2297	Homo sapiens	45
13750	SLC47A1	GDS2297	Homo sapiens	45
13751	PRDX2	GDS2297	Homo sapiens	45
13752	LOC100505984	GDS2297	Homo sapiens	45
13753	COBLL1	GDS2297	Homo sapiens	45
13754	ANKRD10-IT1	GDS2297	Homo sapiens	45
13755	DLG3	GDS2297	Homo sapiens	45
13756	ATP10B	GDS2297	Homo sapiens	45
13757	B3GNT3	GDS2297	Homo sapiens	45
13758	SNRPE	GDS2297	Homo sapiens	45
13759	UBE4B	GDS2297	Homo sapiens	45
13760	MAP1B	GDS2297	Homo sapiens	45
13761	AP1M2	GDS2297	Homo sapiens	45
13762	PARVB	GDS2297	Homo sapiens	45
13763	CNKSR1	GDS2297	Homo sapiens	45
13764	None	GDS1312	Homo sapiens	10
13765	None	GDS1312	Homo sapiens	10
13766	None	GDS5409	Homo sapiens	8
13767	None	GDS5409	Homo sapiens	8
13768	None	GDS5409	Homo sapiens	8
13769	None	GDS5409	Homo sapiens	8
13770	None	GDS5409	Homo sapiens	8
13771	None	GDS5409	Homo sapiens	8
13772	None	GDS5409	Homo sapiens	8
13773	None	GDS5409	Homo sapiens	8
13774	None	GDS5409	Homo sapiens	8
13775	None	GDS5409	Homo sapiens	8
13776	None	GDS5409	Homo sapiens	8
13777	None	GDS5409	Homo sapiens	8
13778	None	GDS2506	Homo sapiens	51
13779	None	GDS5409	Homo sapiens	8
13780	None	GDS2506	Homo sapiens	51
13781	None	GDS2506	Homo sapiens	51
13782	None	GDS2506	Homo sapiens	51
13783	None	GDS2506	Homo sapiens	51
13784	None	GDS2506	Homo sapiens	51
13785	None	GDS2506	Homo sapiens	51
13786	None	GDS2506	Homo sapiens	51
13787	None	GDS5409	Homo sapiens	8
13788	None	GDS5409	Homo sapiens	8
13789	None	GDS5409	Homo sapiens	8
13790	None	GDS2506	Homo sapiens	51
13791	None	GDS2506	Homo sapiens	51
13792	None	GDS2506	Homo sapiens	51
13793	None	GDS2506	Homo sapiens	51
13794	None	GDS2506	Homo sapiens	51
13795	None	GDS2506	Homo sapiens	51
13796	None	GDS2506	Homo sapiens	51
13797	None	GDS2506	Homo sapiens	51
13798	None	GDS2506	Homo sapiens	51
13799	None	GDS2506	Homo sapiens	51
13800	None	GDS2506	Homo sapiens	51
13801	None	GDS2506	Homo sapiens	51
13802	None	GDS2506	Homo sapiens	51
13803	None	GDS2506	Homo sapiens	51
13804	None	GDS5409	Homo sapiens	8
13805	None	GDS5409	Homo sapiens	8
13806	None	GDS2506	Homo sapiens	51
13807	None	GDS5409	Homo sapiens	8
13808	None	GDS5409	Homo sapiens	8
13809	None	GDS2506	Homo sapiens	51
13810	None	GDS2506	Homo sapiens	51
13811	None	GDS5409	Homo sapiens	8
13812	None	GDS2506	Homo sapiens	51
13813	None	GDS5409	Homo sapiens	8
13814	None	GDS5409	Homo sapiens	8
13815	None	GDS5409	Homo sapiens	8
13816	None	GDS5409	Homo sapiens	8
13817	None	GDS5409	Homo sapiens	8
13818	None	GDS5409	Homo sapiens	8
13819	None	GDS5409	Homo sapiens	8
13820	None	GDS5409	Homo sapiens	8
13821	None	GDS5409	Homo sapiens	8
13822	Xist	GDS3825	Mus musculus	15
13823	LOC101930400	GDS2297	Homo sapiens	45
13824	PSPH	GDS2297	Homo sapiens	45
13825	STK26	GDS2297	Homo sapiens	45
13826	STC1	GDS2297	Homo sapiens	45
13827	CAT	GDS2297	Homo sapiens	45
13828	EPB41L2	GDS2297	Homo sapiens	45
13829	LAMA3	GDS2297	Homo sapiens	45
13830	PTPN12	GDS2297	Homo sapiens	45
13831	MAGEA10	GDS2297	Homo sapiens	45
13832	BLMH	GDS2297	Homo sapiens	45
13833	TPP1	GDS2297	Homo sapiens	45
13834	MMP1	GDS3951	Homo sapiens	29
13835	COL3A1	GDS3951	Homo sapiens	29
13836	KRT17	GDS3951	Homo sapiens	29
13837	HAS1	GDS3951	Homo sapiens	29
13838	IL1R2	GDS3951	Homo sapiens	29
13839	None	GDS3951	Homo sapiens	29
13840	CD24	GDS2297	Homo sapiens	45
13841	FN1	GDS2297	Homo sapiens	45
13842	IGFBP3	GDS2297	Homo sapiens	45
13843	PLAU	GDS2297	Homo sapiens	45
13844	EMP3	GDS2297	Homo sapiens	45
13845	MT1E	GDS2297	Homo sapiens	45
13846	TGM2	GDS2297	Homo sapiens	45
13847	FOXD1	GDS2297	Homo sapiens	45
13848	PSAT1	GDS2297	Homo sapiens	45
13849	RPL38	GDS2297	Homo sapiens	45
13850	TRIM16	GDS2297	Homo sapiens	45
13851	MT1X	GDS2297	Homo sapiens	45
13852	PLAUR	GDS2297	Homo sapiens	45
13853	WTAP	GDS2297	Homo sapiens	45
13854	MT1F	GDS2297	Homo sapiens	45
13855	MIR3652	GDS2297	Homo sapiens	45
13856	RFK	GDS2297	Homo sapiens	45
13857	TNPO1	GDS2297	Homo sapiens	45
13858	CNTN1	GDS2297	Homo sapiens	45
13859	None	GDS2297	Homo sapiens	45
13860	ENPEP	GDS2297	Homo sapiens	45
13861	IL6	GDS3951	Homo sapiens	29
13862	CD9	GDS2297	Homo sapiens	45
13863	None	GDS5410	Homo sapiens	8
13864	None	GDS5410	Homo sapiens	8
13865	None	GDS5410	Homo sapiens	8
13866	None	GDS5410	Homo sapiens	8
13867	None	GDS5410	Homo sapiens	8
13868	None	GDS5410	Homo sapiens	8
13869	None	GDS5410	Homo sapiens	8
13870	None	GDS5410	Homo sapiens	8
13871	LCN2	GDS2297	Homo sapiens	45
13872	None	GDS5410	Homo sapiens	8
13873	CLDN3	GDS2297	Homo sapiens	45
13874	MAGEA2B	GDS2297	Homo sapiens	45
13875	None	GDS5410	Homo sapiens	8
13876	None	GDS5410	Homo sapiens	8
13877	None	GDS5410	Homo sapiens	8
13878	None	GDS5410	Homo sapiens	8
13879	None	GDS5410	Homo sapiens	8
13880	PDLIM4	GDS2297	Homo sapiens	45
13881	NR2F1	GDS2297	Homo sapiens	45
13882	None	GDS5410	Homo sapiens	8
13883	None	GDS5410	Homo sapiens	8
13884	None	GDS5410	Homo sapiens	8
13885	None	GDS5410	Homo sapiens	8
13886	DPYSL2	GDS2297	Homo sapiens	45
13887	SOX4	GDS2297	Homo sapiens	45
13888	None	GDS5410	Homo sapiens	8
13889	APOBEC3B	GDS2297	Homo sapiens	45
13890	SRPX2	GDS2297	Homo sapiens	45
13891	None	GDS5410	Homo sapiens	8
13892	None	GDS5410	Homo sapiens	8
13893	None	GDS5410	Homo sapiens	8
13894	DNAJC12	GDS2297	Homo sapiens	45
13895	CALD1	GDS2297	Homo sapiens	45
13896	None	GDS5201	Mus musculus	6
13897	ITGB4	GDS2297	Homo sapiens	45
13898	SEL1L2	GDS2297	Homo sapiens	45
13899	ZNF22	GDS2297	Homo sapiens	45
13900	ADGRG1	GDS2297	Homo sapiens	45
13901	BIK	GDS2297	Homo sapiens	45
13902	None	GDS5409	Homo sapiens	8
13903	None	GDS5409	Homo sapiens	8
13904	None	GDS5409	Homo sapiens	8
13905	None	GDS5409	Homo sapiens	8
13906	EPN3	GDS2297	Homo sapiens	45
13907	None	GDS5409	Homo sapiens	8
13908	None	GDS5409	Homo sapiens	8
13909	None	GDS5409	Homo sapiens	8
13910	None	GDS5409	Homo sapiens	8
13911	None	GDS5409	Homo sapiens	8
13912	None	GDS5409	Homo sapiens	8
13913	None	GDS5409	Homo sapiens	8
13914	None	GDS5409	Homo sapiens	8
13915	None	GDS5409	Homo sapiens	8
13916	None	GDS5409	Homo sapiens	8
13917	None	GDS5409	Homo sapiens	8
13918	None	GDS5409	Homo sapiens	8
13919	None	GDS5409	Homo sapiens	8
13920	None	GDS5409	Homo sapiens	8
13921	None	GDS5409	Homo sapiens	8
13922	None	GDS5409	Homo sapiens	8
13923	None	GDS5409	Homo sapiens	8
13924	None	GDS5409	Homo sapiens	8
13925	None	GDS5409	Homo sapiens	8
13926	None	GDS5409	Homo sapiens	8
13927	None	GDS5409	Homo sapiens	8
13928	None	GDS2506	Homo sapiens	51
13929	None	GDS2506	Homo sapiens	51
13930	None	GDS2506	Homo sapiens	51
13931	None	GDS2506	Homo sapiens	51
13932	None	GDS2506	Homo sapiens	51
13933	None	GDS2506	Homo sapiens	51
13934	Mfap4	GDS3826	Mus musculus	15
13935	Ogn	GDS3826	Mus musculus	15
13936	SEMA3C	GDS2297	Homo sapiens	45
13937	NEFL	GDS2297	Homo sapiens	45
13938	LOC101930373	GDS3951	Homo sapiens	29
13939	None	GDS2499	Homo sapiens	12
13940	NR4A3	GDS3951	Homo sapiens	29
13941	CSRNP1	GDS3951	Homo sapiens	29
13942	SERTM1	GDS3951	Homo sapiens	29
13943	PDE4B	GDS2297	Homo sapiens	45
13944	NR4A3	GDS3951	Homo sapiens	29
13945	ANK3	GDS2297	Homo sapiens	45
13946	LOC101060835	GDS2297	Homo sapiens	45
13947	None	GDS5410	Homo sapiens	8
13948	None	GDS5410	Homo sapiens	8
13949	None	GDS5410	Homo sapiens	8
13950	Ereg	GDS3825	Mus musculus	15
13951	Lrg1	GDS3825	Mus musculus	15
13952	CD24	GDS2297	Homo sapiens	45
13953	AKR1C1	GDS2297	Homo sapiens	45
13954	AKR1C1	GDS2297	Homo sapiens	45
13955	IGFBP3	GDS2297	Homo sapiens	45
13956	MET	GDS2297	Homo sapiens	45
13957	ADGRG1	GDS2297	Homo sapiens	45
13958	None	GDS2298	Homo sapiens	18
13959	MAGEA12	GDS2297	Homo sapiens	45
13960	G0S2	GDS2297	Homo sapiens	45
13961	JUP	GDS2297	Homo sapiens	45
13962	PDGFC	GDS2297	Homo sapiens	45
13963	MUC1	GDS2297	Homo sapiens	45
13964	IGFBP4	GDS2297	Homo sapiens	45
13965	ITGB4	GDS2297	Homo sapiens	45
13966	EPS8	GDS2297	Homo sapiens	45
13967	CA12	GDS2297	Homo sapiens	45
13968	CDKN2A	GDS2297	Homo sapiens	45
13969	KCTD12	GDS2297	Homo sapiens	45
13970	None	GDS2298	Homo sapiens	18
13971	SETSIP	GDS2297	Homo sapiens	45
13972	CYBA	GDS2297	Homo sapiens	45
13973	SORL1	GDS2297	Homo sapiens	45
13974	MYO5C	GDS2297	Homo sapiens	45
13975	POLR2E	GDS2297	Homo sapiens	45
13976	FAM46A	GDS2297	Homo sapiens	45
13977	NXN	GDS2297	Homo sapiens	45
13978	HES1	GDS2297	Homo sapiens	45
13979	CRIP2	GDS2297	Homo sapiens	45
13980	MIR6756	GDS2297	Homo sapiens	45
13981	HTRA1	GDS2297	Homo sapiens	45
13982	LSM14A	GDS2297	Homo sapiens	45
13983	PSIP1	GDS2297	Homo sapiens	45
13984	RPL27A	GDS2297	Homo sapiens	45
13985	DHX9	GDS2297	Homo sapiens	45
13986	ZWILCH	GDS2297	Homo sapiens	45
13987	INPP4B	GDS2297	Homo sapiens	45
13988	HSPB1	GDS2297	Homo sapiens	45
13989	P2RX5-TAX1BP3	GDS2297	Homo sapiens	45
13990	EPHX1	GDS2297	Homo sapiens	45
13991	CDC42EP3	GDS2297	Homo sapiens	45
13992	TSPAN4	GDS2297	Homo sapiens	45
13993	VAMP3	GDS2297	Homo sapiens	45
13994	PDE4D	GDS2297	Homo sapiens	45
13995	COBL	GDS2297	Homo sapiens	45
13996	SNCA	GDS2297	Homo sapiens	45
13997	SELENBP1	GDS2297	Homo sapiens	45
13998	None	GDS2297	Homo sapiens	45
13999	TNPO1	GDS2297	Homo sapiens	45
14000	None	GDS2297	Homo sapiens	45
14001	ZMYND8	GDS2297	Homo sapiens	45
14002	ADD3	GDS2297	Homo sapiens	45
14003	ARPC4-TTLL3	GDS2297	Homo sapiens	45
14004	ADD3	GDS2297	Homo sapiens	45
14005	ANXA6	GDS2297	Homo sapiens	45
14006	PAPSS2	GDS2297	Homo sapiens	45
14007	CKMT1A	GDS2297	Homo sapiens	45
14008	CD47	GDS2297	Homo sapiens	45
14009	CD46	GDS2297	Homo sapiens	45
14010	PPIF	GDS2297	Homo sapiens	45
14011	PTPRF	GDS2297	Homo sapiens	45
14012	DDX3X	GDS2297	Homo sapiens	45
14013	MIR4640	GDS2297	Homo sapiens	45
14014	MCL1	GDS2297	Homo sapiens	45
14015	PRPF40A	GDS2297	Homo sapiens	45
14016	SCARB2	GDS2297	Homo sapiens	45
14017	ADD3	GDS2297	Homo sapiens	45
14018	CCT2	GDS2297	Homo sapiens	45
14019	DHCR24	GDS2297	Homo sapiens	45
14020	FXR1	GDS2297	Homo sapiens	45
14021	AVPI1	GDS2297	Homo sapiens	45
14022	IMPA1	GDS2297	Homo sapiens	45
14023	SLC1A4	GDS2297	Homo sapiens	45
14024	SGCB	GDS2297	Homo sapiens	45
14025	MIR4640	GDS2297	Homo sapiens	45
14026	PRKAR1A	GDS2297	Homo sapiens	45
14027	GSR	GDS2297	Homo sapiens	45
14028	MYO6	GDS2297	Homo sapiens	45
14029	BLNK	GDS2297	Homo sapiens	45
14030	MIR4640	GDS2297	Homo sapiens	45
14031	SAMM50	GDS2297	Homo sapiens	45
14032	MB	GDS2297	Homo sapiens	45
14033	CD46	GDS2297	Homo sapiens	45
14034	INSIG1	GDS2297	Homo sapiens	45
14035	INSIG1	GDS2297	Homo sapiens	45
14036	LRRD1	GDS2297	Homo sapiens	45
14037	C14orf1	GDS2297	Homo sapiens	45
14038	ZNF185	GDS2297	Homo sapiens	45
14039	LOC729966	GDS2297	Homo sapiens	45
14040	ECI2	GDS2297	Homo sapiens	45
14041	DZIP1	GDS2297	Homo sapiens	45
14042	WDR45	GDS2297	Homo sapiens	45
14043	DNAJB1	GDS2297	Homo sapiens	45
14044	CEP57	GDS2297	Homo sapiens	45
14045	TRAF4	GDS2297	Homo sapiens	45
14046	ANP32A	GDS2297	Homo sapiens	45
14047	CDH2	GDS2297	Homo sapiens	45
14048	TMEM189-UBE2V1	GDS2297	Homo sapiens	45
14049	PCID2	GDS2297	Homo sapiens	45
14050	DLG3	GDS2297	Homo sapiens	45
14051	NCAPG	GDS2297	Homo sapiens	45
14052	PLCB4	GDS2297	Homo sapiens	45
14053	CBFB	GDS2297	Homo sapiens	45
14054	None	GDS2298	Homo sapiens	18
14055	SLC7A1	GDS2297	Homo sapiens	45
14056	IDS	GDS2297	Homo sapiens	45
14057	None	GDS2298	Homo sapiens	18
14058	WDR41	GDS2297	Homo sapiens	45
14059	HSD17B4	GDS2297	Homo sapiens	45
14060	GUCY1B3	GDS2297	Homo sapiens	45
14061	PDIA6	GDS2297	Homo sapiens	45
14062	ACTR2	GDS2297	Homo sapiens	45
14063	SLC35A1	GDS2297	Homo sapiens	45
14064	ADNP	GDS2297	Homo sapiens	45
14065	SETSIP	GDS2297	Homo sapiens	45
14066	SLC20A2	GDS2297	Homo sapiens	45
14067	HRASLS	GDS2297	Homo sapiens	45
14068	DBI	GDS2297	Homo sapiens	45
14069	PIGC	GDS2297	Homo sapiens	45
14070	DDAH2	GDS2297	Homo sapiens	45
14071	HN1L	GDS2297	Homo sapiens	45
14072	None	GDS2297	Homo sapiens	45
14073	ENPEP	GDS2297	Homo sapiens	45
14074	DBI	GDS2297	Homo sapiens	45
14075	HLA-DQA1	GDS3951	Homo sapiens	29
14076	CHIT1	GDS3951	Homo sapiens	29
14077	None	GDS3951	Homo sapiens	29
14078	None	GDS5201	Mus musculus	6
14079	None	GDS5418	Homo sapiens	8
14080	None	GDS5418	Homo sapiens	8
14081	None	GDS5201	Mus musculus	6
14082	None	GDS5418	Homo sapiens	8
14083	None	GDS5418	Homo sapiens	8
14084	None	GDS5201	Mus musculus	6
14085	None	GDS5201	Mus musculus	6
14086	None	GDS5418	Homo sapiens	8
14087	None	GDS5418	Homo sapiens	8
14088	None	GDS5418	Homo sapiens	8
14089	None	GDS5409	Homo sapiens	8
14090	None	GDS2506	Homo sapiens	51
14091	None	GDS5409	Homo sapiens	8
14092	None	GDS5409	Homo sapiens	8
14093	None	GDS5409	Homo sapiens	8
14094	None	GDS5409	Homo sapiens	8
14095	None	GDS2506	Homo sapiens	51
14096	None	GDS2506	Homo sapiens	51
14097	None	GDS5409	Homo sapiens	8
14098	None	GDS2506	Homo sapiens	51
14099	None	GDS5409	Homo sapiens	8
14100	None	GDS5409	Homo sapiens	8
14101	None	GDS2506	Homo sapiens	51
14102	None	GDS2506	Homo sapiens	51
14103	None	GDS5409	Homo sapiens	8
14104	None	GDS5409	Homo sapiens	8
14105	None	GDS5409	Homo sapiens	8
14106	None	GDS5409	Homo sapiens	8
14107	None	GDS5409	Homo sapiens	8
14108	None	GDS5409	Homo sapiens	8
14109	None	GDS5409	Homo sapiens	8
14110	None	GDS5409	Homo sapiens	8
14111	None	GDS5409	Homo sapiens	8
14112	None	GDS5409	Homo sapiens	8
14113	None	GDS5409	Homo sapiens	8
14114	None	GDS5409	Homo sapiens	8
14115	None	GDS5409	Homo sapiens	8
14116	None	GDS5409	Homo sapiens	8
14117	None	GDS5409	Homo sapiens	8
14118	None	GDS5409	Homo sapiens	8
14119	None	GDS5409	Homo sapiens	8
14120	None	GDS5409	Homo sapiens	8
14121	None	GDS5409	Homo sapiens	8
14122	None	GDS5409	Homo sapiens	8
14123	None	GDS5409	Homo sapiens	8
14124	None	GDS5409	Homo sapiens	8
14125	None	GDS5409	Homo sapiens	8
14126	None	GDS5409	Homo sapiens	8
14127	None	GDS5409	Homo sapiens	8
14128	None	GDS5409	Homo sapiens	8
14129	None	GDS5409	Homo sapiens	8
14130	None	GDS5409	Homo sapiens	8
14131	None	GDS5409	Homo sapiens	8
14132	None	GDS5409	Homo sapiens	8
14133	None	GDS5409	Homo sapiens	8
14134	None	GDS2506	Homo sapiens	51
14135	None	GDS5409	Homo sapiens	8
14136	None	GDS5409	Homo sapiens	8
14137	None	GDS5409	Homo sapiens	8
14138	None	GDS5409	Homo sapiens	8
14139	None	GDS5409	Homo sapiens	8
14140	None	GDS5409	Homo sapiens	8
14141	None	GDS5409	Homo sapiens	8
14142	None	GDS5409	Homo sapiens	8
14143	None	GDS5409	Homo sapiens	8
14144	None	GDS5409	Homo sapiens	8
14145	None	GDS5409	Homo sapiens	8
14146	None	GDS5409	Homo sapiens	8
14147	None	GDS5409	Homo sapiens	8
14148	None	GDS5409	Homo sapiens	8
14149	None	GDS5409	Homo sapiens	8
14150	None	GDS5409	Homo sapiens	8
14151	None	GDS5409	Homo sapiens	8
14152	None	GDS5409	Homo sapiens	8
14153	None	GDS5409	Homo sapiens	8
14154	None	GDS5409	Homo sapiens	8
14155	None	GDS5409	Homo sapiens	8
14156	None	GDS5409	Homo sapiens	8
14157	None	GDS5409	Homo sapiens	8
14158	None	GDS5409	Homo sapiens	8
14159	None	GDS5409	Homo sapiens	8
14160	None	GDS5409	Homo sapiens	8
14161	None	GDS5409	Homo sapiens	8
14162	None	GDS5409	Homo sapiens	8
14163	None	GDS5409	Homo sapiens	8
14164	None	GDS5409	Homo sapiens	8
14165	None	GDS5409	Homo sapiens	8
14166	None	GDS5409	Homo sapiens	8
14167	None	GDS5409	Homo sapiens	8
14168	None	GDS5409	Homo sapiens	8
14169	None	GDS5409	Homo sapiens	8
14170	None	GDS5409	Homo sapiens	8
14171	None	GDS5409	Homo sapiens	8
14172	None	GDS5409	Homo sapiens	8
14173	None	GDS5409	Homo sapiens	8
14174	None	GDS5409	Homo sapiens	8
14175	None	GDS5409	Homo sapiens	8
14176	None	GDS5409	Homo sapiens	8
14177	None	GDS5409	Homo sapiens	8
14178	None	GDS5409	Homo sapiens	8
14179	None	GDS5409	Homo sapiens	8
14180	None	GDS5409	Homo sapiens	8
14181	None	GDS5409	Homo sapiens	8
14182	None	GDS5409	Homo sapiens	8
14183	None	GDS5409	Homo sapiens	8
14184	None	GDS5409	Homo sapiens	8
14185	None	GDS5409	Homo sapiens	8
14186	None	GDS5409	Homo sapiens	8
14187	None	GDS5409	Homo sapiens	8
14188	None	GDS5409	Homo sapiens	8
14189	None	GDS5409	Homo sapiens	8
14190	None	GDS5409	Homo sapiens	8
14191	None	GDS5409	Homo sapiens	8
14192	None	GDS5409	Homo sapiens	8
14193	None	GDS5409	Homo sapiens	8
14194	None	GDS5409	Homo sapiens	8
14195	None	GDS5409	Homo sapiens	8
14196	None	GDS5409	Homo sapiens	8
14197	None	GDS5409	Homo sapiens	8
14198	None	GDS5409	Homo sapiens	8
14199	None	GDS5409	Homo sapiens	8
14200	None	GDS5409	Homo sapiens	8
14201	None	GDS5409	Homo sapiens	8
14202	None	GDS5409	Homo sapiens	8
14203	None	GDS5409	Homo sapiens	8
14204	None	GDS5409	Homo sapiens	8
14205	None	GDS5409	Homo sapiens	8
14206	None	GDS2506	Homo sapiens	51
14207	None	GDS5409	Homo sapiens	8
14208	None	GDS5409	Homo sapiens	8
14209	None	GDS5409	Homo sapiens	8
14210	None	GDS5409	Homo sapiens	8
14211	None	GDS5409	Homo sapiens	8
14212	None	GDS5409	Homo sapiens	8
14213	None	GDS5409	Homo sapiens	8
14214	None	GDS5409	Homo sapiens	8
